[2025-04-11 03:05:01.508] INFO     (root) Configured logger (level=INFO, file=/home/yadunand/sc_2025_agents/experiment_2/powerlaw.96.small/top_level.log)
[2025-04-11 03:05:01.523] INFO     (parsl.dataflow.dflow) Standard out for task 4 will not be redirected.
[2025-04-11 03:05:01.523] INFO     (parsl.dataflow.dflow) Task 9 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.523] INFO     (parsl.dataflow.dflow) Standard error for task 4 will not be redirected.
[2025-04-11 03:05:01.523] INFO     (dml_agent) [10] Initalized
[2025-04-11 03:05:01.523] INFO     (parsl.dataflow.dflow) Parsl task 5 try 0 launched on executor HighThroughputExecutor with executor id 6
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Task 10 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Standard out for task 5 will not be redirected.
[2025-04-11 03:05:01.524] INFO     (dml_agent) [11] Initalized
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Standard error for task 5 will not be redirected.
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Task 11 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Parsl task 6 try 0 launched on executor HighThroughputExecutor with executor id 7
[2025-04-11 03:05:01.524] INFO     (dml_agent) [12] Initalized
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Standard out for task 6 will not be redirected.
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Task 12 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.524] INFO     (parsl.dataflow.dflow) Standard error for task 6 will not be redirected.
[2025-04-11 03:05:01.524] INFO     (dml_agent) [13] Initalized
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Parsl task 7 try 0 launched on executor HighThroughputExecutor with executor id 8
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Task 13 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Standard out for task 7 will not be redirected.
[2025-04-11 03:05:01.525] INFO     (dml_agent) [14] Initalized
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Standard error for task 7 will not be redirected.
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Task 14 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Parsl task 8 try 0 launched on executor HighThroughputExecutor with executor id 9
[2025-04-11 03:05:01.525] INFO     (dml_agent) [15] Initalized
[2025-04-11 03:05:01.525] INFO     (parsl.dataflow.dflow) Standard out for task 8 will not be redirected.
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Task 15 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Standard error for task 8 will not be redirected.
[2025-04-11 03:05:01.526] INFO     (dml_agent) [16] Initalized
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Parsl task 9 try 0 launched on executor HighThroughputExecutor with executor id 10
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Task 16 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Standard out for task 9 will not be redirected.
[2025-04-11 03:05:01.526] INFO     (dml_agent) [17] Initalized
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Standard error for task 9 will not be redirected.
[2025-04-11 03:05:01.526] INFO     (parsl.dataflow.dflow) Task 17 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.527] INFO     (parsl.dataflow.dflow) Parsl task 10 try 0 launched on executor HighThroughputExecutor with executor id 11
[2025-04-11 03:05:01.527] INFO     (dml_agent) [18] Initalized
[2025-04-11 03:05:01.527] INFO     (parsl.dataflow.dflow) Standard out for task 10 will not be redirected.
[2025-04-11 03:05:01.527] INFO     (parsl.dataflow.dflow) Task 18 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.527] INFO     (parsl.dataflow.dflow) Standard error for task 10 will not be redirected.
[2025-04-11 03:05:01.527] INFO     (dml_agent) [19] Initalized
[2025-04-11 03:05:01.527] INFO     (parsl.dataflow.dflow) Parsl task 11 try 0 launched on executor HighThroughputExecutor with executor id 12
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Task 19 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Standard out for task 11 will not be redirected.
[2025-04-11 03:05:01.528] INFO     (dml_agent) [20] Initalized
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Standard error for task 11 will not be redirected.
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Task 20 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Parsl task 12 try 0 launched on executor HighThroughputExecutor with executor id 13
[2025-04-11 03:05:01.528] INFO     (dml_agent) [21] Initalized
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Standard out for task 12 will not be redirected.
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Task 21 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.528] INFO     (parsl.dataflow.dflow) Standard error for task 12 will not be redirected.
[2025-04-11 03:05:01.529] INFO     (dml_agent) [22] Initalized
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Parsl task 13 try 0 launched on executor HighThroughputExecutor with executor id 14
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Task 22 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Standard out for task 13 will not be redirected.
[2025-04-11 03:05:01.529] INFO     (dml_agent) [23] Initalized
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Standard error for task 13 will not be redirected.
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Task 23 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.529] INFO     (parsl.dataflow.dflow) Parsl task 14 try 0 launched on executor HighThroughputExecutor with executor id 15
[2025-04-11 03:05:01.529] INFO     (dml_agent) [24] Initalized
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Standard out for task 14 will not be redirected.
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Task 24 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Standard error for task 14 will not be redirected.
[2025-04-11 03:05:01.530] INFO     (dml_agent) [25] Initalized
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Parsl task 15 try 0 launched on executor HighThroughputExecutor with executor id 16
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Task 25 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Standard out for task 15 will not be redirected.
[2025-04-11 03:05:01.530] INFO     (dml_agent) [26] Initalized
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Standard error for task 15 will not be redirected.
[2025-04-11 03:05:01.530] INFO     (parsl.dataflow.dflow) Task 26 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Parsl task 16 try 0 launched on executor HighThroughputExecutor with executor id 17
[2025-04-11 03:05:01.531] INFO     (dml_agent) [27] Initalized
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Standard out for task 16 will not be redirected.
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Task 27 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Standard error for task 16 will not be redirected.
[2025-04-11 03:05:01.531] INFO     (dml_agent) [28] Initalized
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Parsl task 17 try 0 launched on executor HighThroughputExecutor with executor id 18
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Task 28 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.531] INFO     (parsl.dataflow.dflow) Standard out for task 17 will not be redirected.
[2025-04-11 03:05:01.531] INFO     (dml_agent) [29] Initalized
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Standard error for task 17 will not be redirected.
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Task 29 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Parsl task 18 try 0 launched on executor HighThroughputExecutor with executor id 19
[2025-04-11 03:05:01.532] INFO     (dml_agent) [30] Initalized
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Standard out for task 18 will not be redirected.
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Task 30 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Standard error for task 18 will not be redirected.
[2025-04-11 03:05:01.532] INFO     (dml_agent) [31] Initalized
[2025-04-11 03:05:01.532] INFO     (parsl.dataflow.dflow) Parsl task 19 try 0 launched on executor HighThroughputExecutor with executor id 20
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Task 31 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Standard out for task 19 will not be redirected.
[2025-04-11 03:05:01.533] INFO     (dml_agent) [32] Initalized
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Standard error for task 19 will not be redirected.
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Task 32 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Parsl task 20 try 0 launched on executor HighThroughputExecutor with executor id 21
[2025-04-11 03:05:01.533] INFO     (dml_agent) [33] Initalized
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Standard out for task 20 will not be redirected.
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Task 33 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.533] INFO     (parsl.dataflow.dflow) Standard error for task 20 will not be redirected.
[2025-04-11 03:05:01.533] INFO     (dml_agent) [34] Initalized
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Parsl task 21 try 0 launched on executor HighThroughputExecutor with executor id 22
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Task 34 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Standard out for task 21 will not be redirected.
[2025-04-11 03:05:01.534] INFO     (dml_agent) [35] Initalized
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Standard error for task 21 will not be redirected.
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Task 35 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Parsl task 22 try 0 launched on executor HighThroughputExecutor with executor id 23
[2025-04-11 03:05:01.534] INFO     (dml_agent) [36] Initalized
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Standard out for task 22 will not be redirected.
[2025-04-11 03:05:01.534] INFO     (parsl.dataflow.dflow) Task 36 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Standard error for task 22 will not be redirected.
[2025-04-11 03:05:01.535] INFO     (dml_agent) [37] Initalized
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Parsl task 23 try 0 launched on executor HighThroughputExecutor with executor id 24
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Task 37 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Standard out for task 23 will not be redirected.
[2025-04-11 03:05:01.535] INFO     (dml_agent) [38] Initalized
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Standard error for task 23 will not be redirected.
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Task 38 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.535] INFO     (parsl.dataflow.dflow) Parsl task 24 try 0 launched on executor HighThroughputExecutor with executor id 25
[2025-04-11 03:05:01.536] INFO     (dml_agent) [39] Initalized
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Standard out for task 24 will not be redirected.
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Task 39 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Standard error for task 24 will not be redirected.
[2025-04-11 03:05:01.536] INFO     (dml_agent) [40] Initalized
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Parsl task 25 try 0 launched on executor HighThroughputExecutor with executor id 26
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Task 40 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Standard out for task 25 will not be redirected.
[2025-04-11 03:05:01.536] INFO     (dml_agent) [41] Initalized
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Standard error for task 25 will not be redirected.
[2025-04-11 03:05:01.536] INFO     (parsl.dataflow.dflow) Task 41 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Parsl task 26 try 0 launched on executor HighThroughputExecutor with executor id 27
[2025-04-11 03:05:01.537] INFO     (dml_agent) [42] Initalized
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Standard out for task 26 will not be redirected.
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Task 42 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Standard error for task 26 will not be redirected.
[2025-04-11 03:05:01.537] INFO     (dml_agent) [43] Initalized
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Parsl task 27 try 0 launched on executor HighThroughputExecutor with executor id 28
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Task 43 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.537] INFO     (parsl.dataflow.dflow) Standard out for task 27 will not be redirected.
[2025-04-11 03:05:01.537] INFO     (dml_agent) [44] Initalized
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Standard error for task 27 will not be redirected.
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Task 44 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Parsl task 28 try 0 launched on executor HighThroughputExecutor with executor id 29
[2025-04-11 03:05:01.538] INFO     (dml_agent) [45] Initalized
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Standard out for task 28 will not be redirected.
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Task 45 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Standard error for task 28 will not be redirected.
[2025-04-11 03:05:01.538] INFO     (dml_agent) [46] Initalized
[2025-04-11 03:05:01.538] INFO     (parsl.dataflow.dflow) Parsl task 29 try 0 launched on executor HighThroughputExecutor with executor id 30
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Task 46 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Standard out for task 29 will not be redirected.
[2025-04-11 03:05:01.539] INFO     (dml_agent) [47] Initalized
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Standard error for task 29 will not be redirected.
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Task 47 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Parsl task 30 try 0 launched on executor HighThroughputExecutor with executor id 31
[2025-04-11 03:05:01.539] INFO     (dml_agent) [48] Initalized
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Standard out for task 30 will not be redirected.
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Task 48 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.539] INFO     (parsl.dataflow.dflow) Standard error for task 30 will not be redirected.
[2025-04-11 03:05:01.539] INFO     (dml_agent) [49] Initalized
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Parsl task 31 try 0 launched on executor HighThroughputExecutor with executor id 32
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Task 49 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Standard out for task 31 will not be redirected.
[2025-04-11 03:05:01.540] INFO     (dml_agent) [50] Initalized
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Standard error for task 31 will not be redirected.
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Task 50 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Parsl task 32 try 0 launched on executor HighThroughputExecutor with executor id 33
[2025-04-11 03:05:01.540] INFO     (dml_agent) [51] Initalized
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Standard out for task 32 will not be redirected.
[2025-04-11 03:05:01.540] INFO     (parsl.dataflow.dflow) Task 51 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Standard error for task 32 will not be redirected.
[2025-04-11 03:05:01.541] INFO     (dml_agent) [52] Initalized
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Parsl task 33 try 0 launched on executor HighThroughputExecutor with executor id 34
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Task 52 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Standard out for task 33 will not be redirected.
[2025-04-11 03:05:01.541] INFO     (dml_agent) [53] Initalized
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Standard error for task 33 will not be redirected.
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Task 53 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.541] INFO     (parsl.dataflow.dflow) Parsl task 34 try 0 launched on executor HighThroughputExecutor with executor id 35
[2025-04-11 03:05:01.541] INFO     (dml_agent) [54] Initalized
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Standard out for task 34 will not be redirected.
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Task 54 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Standard error for task 34 will not be redirected.
[2025-04-11 03:05:01.542] INFO     (dml_agent) [55] Initalized
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Parsl task 35 try 0 launched on executor HighThroughputExecutor with executor id 36
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Task 55 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Standard out for task 35 will not be redirected.
[2025-04-11 03:05:01.542] INFO     (dml_agent) [56] Initalized
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Standard error for task 35 will not be redirected.
[2025-04-11 03:05:01.542] INFO     (parsl.dataflow.dflow) Task 56 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Parsl task 36 try 0 launched on executor HighThroughputExecutor with executor id 37
[2025-04-11 03:05:01.543] INFO     (dml_agent) [57] Initalized
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Standard out for task 36 will not be redirected.
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Task 57 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Standard error for task 36 will not be redirected.
[2025-04-11 03:05:01.543] INFO     (dml_agent) [58] Initalized
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Parsl task 37 try 0 launched on executor HighThroughputExecutor with executor id 38
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Task 58 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.543] INFO     (parsl.dataflow.dflow) Standard out for task 37 will not be redirected.
[2025-04-11 03:05:01.543] INFO     (dml_agent) [59] Initalized
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Standard error for task 37 will not be redirected.
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Task 59 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Parsl task 38 try 0 launched on executor HighThroughputExecutor with executor id 39
[2025-04-11 03:05:01.544] INFO     (dml_agent) [60] Initalized
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Standard out for task 38 will not be redirected.
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Task 60 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Standard error for task 38 will not be redirected.
[2025-04-11 03:05:01.544] INFO     (dml_agent) [61] Initalized
[2025-04-11 03:05:01.544] INFO     (parsl.dataflow.dflow) Parsl task 39 try 0 launched on executor HighThroughputExecutor with executor id 40
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Task 61 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Standard out for task 39 will not be redirected.
[2025-04-11 03:05:01.545] INFO     (dml_agent) [62] Initalized
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Standard error for task 39 will not be redirected.
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Task 62 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Parsl task 40 try 0 launched on executor HighThroughputExecutor with executor id 41
[2025-04-11 03:05:01.545] INFO     (dml_agent) [63] Initalized
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Standard out for task 40 will not be redirected.
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Task 63 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.545] INFO     (parsl.dataflow.dflow) Standard error for task 40 will not be redirected.
[2025-04-11 03:05:01.545] INFO     (dml_agent) [64] Initalized
[2025-04-11 03:05:01.546] INFO     (parsl.dataflow.dflow) Parsl task 41 try 0 launched on executor HighThroughputExecutor with executor id 42
[2025-04-11 03:05:01.546] INFO     (parsl.dataflow.dflow) Task 64 submitted for App _run_agent_on_worker, not waiting on any dependency
[2025-04-11 03:05:01.546] INFO     (parsl.dataflow.dflow) Standard out for task 41 will not be redirected.
[2025-04-11 03:05:01.546] INFO     (dml_agent) [65] Initalized
[2025-04-11 03:05:01.546] INFO     (parsl.dataflow.dflow) Standard error for task 41 will not be redirected.
[2025-04-11 03:05:01.546] INFO     (parsl.dataflow.dflow) Task 65 submitted for App _run_agent_on_worker, not waiting on any dependency
